imu data: 424668702776 0.038064 0.014701 1.01223 -0.27125 0.44625 -0.72625
left wheel encoder data: 424669133322 40
right wheel encoder data: 424669280238 40
imu data: 424669848664 0.039406 0.010126 1.01156 -0.37625 0.1925 -0.6475
left wheel encoder data: 424670250060 40
right wheel encoder data: 424670289995 40
imu data: 424670981726 0.039406 0.006039 1.0137 -0.455 -0.07 -0.56875
left wheel encoder data: 424671210553 41
right wheel encoder data: 424671313161 40
imu data: 424672114496 0.038308 0.00244 1.01162 -0.51625 -0.32375 -0.5075
left wheel encoder data: 424672446515 41
right wheel encoder data: 424672455260 41
left wheel encoder data: 424673115799 41
imu data: 424673256885 0.038186 -0.00061 1.01321 -0.5425 -0.56 -0.4375
right wheel encoder data: 424673978057 41
left wheel encoder data: 424674113896 41
right wheel encoder data: 424674272472 41
imu data: 424674387032 0.038674 -0.003355 1.0137 -0.55125 -0.79625 -0.37625
left wheel encoder data: 424675114617 42
right wheel encoder data: 424675272610 41
ofs data: 424674582920 -13 -13 215 79 0
